Date,Open,High,Low,Close,Adj Close,Volume
2007-11-08,9090.80,9090.80,8816.95,8876.25,8876.15,0
2007-11-12,8596.15,8819.90,8429.35,8758.20,8758.10,0
2007-11-13,8761.35,9149.00,8642.85,9060.00,9059.89,0
2007-11-14,9230.65,9651.85,9230.65,9613.05,9612.94,0
2007-11-15,9560.20,9601.45,9422.35,9454.70,9454.59,0
2007-11-16,9476.85,9538.65,9272.35,9474.15,9474.04,0
2007-11-19,9541.10,9595.45,9367.85,9396.25,9396.14,0
2007-11-20,9356.40,9574.85,9210.10,9277.85,9277.74,0
2007-11-21,9272.20,9291.65,8766.35,8829.80,8829.70,0
2007-11-22,8835.25,9084.20,8650.00,8998.80,8998.70,0
2007-11-23,9051.75,9127.60,8821.15,8977.90,8977.80,0
2007-11-26,9136.05,9255.05,9093.40,9122.45,9122.34,0
2007-11-27,9087.60,9098.95,8977.95,9070.75,9070.64,0
2007-11-28,9043.60,9216.15,8938.10,8970.85,8970.75,0
2007-11-29,9124.80,9273.25,9063.25,9124.40,9124.29,0
2007-11-30,9230.80,9437.95,9185.00,9375.75,9375.64,0
2007-12-03,9391.20,9466.20,9384.35,9397.55,9397.44,0
2007-12-04,9404.15,9452.70,9341.05,9367.10,9366.99,0
2007-12-05,9373.45,9605.25,9373.45,9581.30,9581.19,0
2007-12-06,9644.80,9759.70,9559.75,9620.15,9620.04,0
2007-12-07,9677.85,9804.55,9605.45,9796.10,9795.99,0
2007-12-10,9800.20,9889.30,9723.60,9864.60,9864.49,0
2007-12-11,9961.65,10124.75,9899.95,10090.70,10090.58,0
2007-12-12,9951.25,10086.60,9891.25,10056.70,10056.58,0
2007-12-13,10088.40,10123.20,9891.90,9920.45,9920.33,0
2007-12-14,9886.85,9948.95,9776.80,9803.15,9803.04,0
2007-12-17,9790.55,9792.15,9362.40,9426.70,9426.59,0
2007-12-18,9507.90,9507.90,9225.45,9279.20,9279.09,0
2007-12-19,9363.95,9446.00,9125.45,9240.35,9240.24,0
2007-12-20,9275.65,9332.85,9205.35,9245.45,9245.34,0
2007-12-24,9316.45,9581.10,9316.45,9563.55,9563.44,0
2007-12-26,9545.70,9772.00,9545.70,9755.20,9755.09,0
2007-12-27,9810.00,9842.65,9746.80,9785.05,9784.94,0
2007-12-28,9742.05,9840.35,9625.30,9828.35,9828.24,0
2007-12-31,9861.70,9914.55,9790.40,9863.45,9863.34,0
2008-01-01,9819.50,9927.40,9813.95,9905.25,9905.13,0
2008-01-02,10103.35,10333.30,9862.15,10250.85,10250.73,0
2008-01-03,10164.00,10265.60,10070.80,10100.70,10100.58,0
2008-01-04,10288.05,10326.25,10120.90,10233.20,10233.08,0
2008-01-07,9983.10,10482.40,9948.35,10391.10,10390.98,0
2008-01-08,10463.85,10558.30,10244.90,10355.60,10355.48,0
2008-01-09,10355.05,10495.30,10232.55,10306.45,10306.33,0
2008-01-10,10442.30,10624.20,10239.35,10266.85,10266.73,0
2008-01-11,10295.70,10634.20,10295.70,10561.55,10561.43,0
2008-01-14,10614.85,10774.15,10525.70,10698.35,10698.23,0
2008-01-15,10680.00,10755.70,10433.95,10465.70,10465.58,0
2008-01-16,10390.45,10397.30,10038.95,10346.95,10346.83,0
2008-01-17,10404.70,10420.25,10123.70,10261.50,10261.38,0
2008-01-18,10168.25,10215.30,9648.45,9739.90,9739.79,0
2008-01-21,9671.40,9701.10,8504.65,9038.95,9038.84,0
2008-01-22,8663.70,9015.80,7958.95,8682.45,8682.35,0
2008-01-23,9021.50,9501.55,8889.60,9259.20,9259.09,0
2008-01-24,9369.10,9630.55,8960.20,9133.85,9133.74,0
2008-01-25,9170.35,9827.30,9170.35,9752.25,9752.14,0
2008-01-28,9748.35,9937.90,9313.60,9901.90,9901.79,0
2008-01-29,9933.20,10113.35,9420.75,9569.60,9569.49,0
2008-01-30,9635.35,9635.35,9309.80,9404.15,9404.04,0
2008-01-31,9442.20,9505.35,9147.25,9226.25,9226.14,0
2008-02-01,9320.25,9379.05,9002.20,9327.05,9326.94,0
2008-02-04,9444.40,9708.60,9424.20,9561.50,9561.39,0
2008-02-05,9577.30,9577.30,9363.35,9397.80,9397.69,0
2008-02-06,9169.55,9256.05,9052.35,9185.65,9185.54,0
2008-02-07,9225.30,9283.35,8925.90,8960.45,8960.35,0
2008-02-08,8976.60,8999.95,8624.75,8817.00,8816.90,0
2008-02-11,8841.20,8879.30,8216.90,8419.25,8419.15,0
2008-02-12,8586.00,8637.90,8406.25,8512.35,8512.25,0
2008-02-13,8598.25,8805.55,8564.65,8748.75,8748.65,0
2008-02-14,8911.60,9163.20,8911.60,9125.20,9125.09,0
2008-02-15,9059.20,9403.70,8951.10,9380.05,9379.94,0
2008-02-18,9411.25,9518.35,9320.40,9404.20,9404.09,0
2008-02-19,9438.20,9538.70,9384.95,9423.45,9423.34,0
2008-02-20,9215.45,9346.05,9056.10,9129.10,9128.99,0
2008-02-21,9143.80,9260.10,8768.15,8946.20,8946.10,0
2008-02-22,8922.15,8922.15,8642.00,8685.10,8685.00,0
2008-02-25,8715.80,8756.00,8399.20,8666.50,8666.40,0
2008-02-26,8704.35,8810.15,8691.10,8742.25,8742.15,0
2008-02-27,8808.65,8903.45,8676.00,8719.60,8719.50,0
2008-02-28,8683.85,8757.15,8496.80,8608.25,8608.15,0
2008-02-29,8535.85,8758.55,8248.75,8688.35,8688.25,0
2008-03-03,8460.60,8460.60,8004.70,8047.45,8047.36,0
2008-03-04,8032.95,8101.00,7587.60,7736.60,7736.51,0
2008-03-05,7696.80,7734.90,7519.10,7588.35,7588.26,0
2008-03-07,7474.30,7474.30,7064.50,7268.15,7268.07,0
2008-03-10,7163.50,7375.20,6945.50,7272.50,7272.42,0
2008-03-11,7186.10,7481.75,7124.60,7356.40,7356.31,0
2008-03-12,7533.50,7705.65,7289.05,7341.55,7341.46,0
2008-03-13,7226.80,7226.80,6840.65,6914.65,6914.57,0
2008-03-14,6914.15,7124.95,6880.00,7106.00,7105.92,0
2008-03-17,6956.00,6956.00,6493.05,6556.20,6556.12,0
2008-03-18,6493.35,6611.15,6335.00,6472.80,6472.72,0
2008-03-19,6718.30,6849.90,6379.20,6456.55,6456.47,0
2008-03-24,6461.65,6691.05,6456.80,6634.60,6634.52,0
2008-03-25,6804.25,7188.50,6804.25,7147.15,7147.07,0
2008-03-26,7151.65,7230.80,7078.05,7120.90,7120.82,0
2008-03-27,7075.90,7105.70,6941.05,6969.30,6969.22,0
2008-03-28,7022.05,7079.15,6751.90,7037.85,7037.77,0
2008-03-31,6970.55,6970.55,6606.05,6655.00,6654.92,0
2008-04-01,6706.70,6727.25,6446.70,6608.10,6608.02,0
2008-04-02,6690.80,6949.45,6690.80,6772.70,6772.62,0
2008-04-03,6769.90,6836.10,6697.00,6746.10,6746.02,0
2008-04-04,6754.05,6766.30,6502.00,6545.15,6545.07,0
2008-04-07,6485.40,6857.55,6485.40,6832.40,6832.32,0
2008-04-08,6843.00,6959.75,6750.40,6862.70,6862.62,0
2008-04-09,6839.25,7094.85,6805.40,7059.55,7059.47,0
2008-04-10,7090.60,7090.60,6853.50,6872.85,6872.77,0
2008-04-11,6935.80,6960.20,6817.55,6838.45,6838.37,0
2008-04-15,6773.30,6970.85,6687.90,6916.75,6916.67,0
2008-04-16,6979.85,7052.60,6927.90,6951.90,6951.82,0
2008-04-17,7045.40,7213.80,7030.45,7165.05,7164.97,0
2008-04-21,7174.45,7451.90,7117.65,7425.45,7425.36,0
2008-04-22,7402.80,7542.25,7383.70,7520.90,7520.81,0
2008-04-23,7518.80,7532.45,7298.95,7378.05,7377.96,0
2008-04-24,7408.35,7446.75,7362.60,7391.90,7391.81,0
2008-04-25,7409.50,7651.40,7409.50,7616.30,7616.21,0
2008-04-28,7643.35,7706.60,7567.85,7590.05,7589.96,0
2008-04-29,7580.05,7815.90,7570.45,7737.45,7737.36,0
2008-04-30,7765.25,7804.20,7575.45,7629.00,7628.91,0
2008-05-02,7774.10,7900.85,7774.10,7871.90,7871.81,0
2008-05-05,7879.65,7990.45,7819.90,7851.50,7851.41,0
2008-05-06,7842.90,7871.30,7751.85,7814.55,7814.46,0
2008-05-07,7787.85,7802.25,7661.35,7743.60,7743.51,0
2008-05-08,7671.85,7671.85,7502.10,7518.80,7518.71,0
2008-05-09,7530.90,7540.60,7267.90,7299.00,7298.92,0
2008-05-12,7274.70,7359.60,7140.10,7330.55,7330.46,0
2008-05-13,7384.80,7471.45,7295.80,7340.95,7340.86,0
2008-05-14,7288.25,7358.75,7276.50,7324.85,7324.77,0
2008-05-15,7325.15,7524.70,7325.15,7508.15,7508.06,0
2008-05-16,7559.15,7666.90,7559.15,7644.60,7644.51,0
2008-05-20,7616.85,7616.85,7405.50,7459.20,7459.11,0
2008-05-21,7425.35,7425.35,7299.05,7374.25,7374.16,0
2008-05-22,7283.60,7288.65,7132.30,7147.30,7147.22,0
2008-05-23,7170.40,7220.60,6994.90,7009.05,7008.97,0
2008-05-26,6899.90,6925.40,6745.50,6767.45,6767.37,0
2008-05-27,6832.45,6850.35,6573.80,6593.95,6593.87,0
2008-05-28,6595.05,6837.40,6557.65,6780.90,6780.82,0
2008-05-29,6826.50,6847.90,6526.50,6576.75,6576.67,0
2008-05-30,6608.60,6651.50,6502.45,6584.35,6584.27,0
2008-06-02,6577.30,6677.15,6306.25,6347.15,6347.08,0
2008-06-03,6265.65,6338.50,6190.60,6301.20,6301.13,0
2008-06-04,6311.25,6350.95,6075.05,6113.65,6113.58,0
2008-06-05,6151.35,6238.80,5974.10,6211.80,6211.73,0
2008-06-06,6205.55,6308.70,6113.85,6140.05,6139.98,0
2008-06-09,5960.90,5987.75,5803.00,5949.20,5949.13,0
2008-06-10,5910.30,5949.60,5702.50,5814.35,5814.28,0
2008-06-11,5857.55,5988.60,5853.75,5971.25,5971.18,0
2008-06-12,5796.65,6024.10,5703.10,5999.35,5999.28,0
2008-06-13,5976.50,6092.30,5962.45,5993.15,5993.08,0
2008-06-16,6030.60,6171.80,6030.60,6127.75,6127.68,0
2008-06-17,6127.25,6437.00,6119.30,6425.65,6425.58,0
2008-06-18,6441.50,6455.20,6182.35,6200.55,6200.48,0
2008-06-19,6159.35,6159.35,5933.90,5957.25,5957.18,0
2008-06-20,6003.30,6009.40,5731.25,5758.60,5758.53,0
2008-06-23,5686.55,5737.05,5555.45,5593.75,5593.69,0
2008-06-24,5644.15,5693.65,5441.65,5489.85,5489.79,0
2008-06-25,5382.30,5521.15,5282.85,5480.70,5480.64,0
2008-06-26,5536.15,5600.30,5425.75,5512.15,5512.09,0
2008-06-27,5343.90,5343.90,5183.20,5210.90,5210.84,0
2008-06-30,5214.10,5214.10,4996.85,5027.05,5026.99,0
2008-07-01,5042.10,5063.20,4684.05,4732.85,4732.79,0
2008-07-02,4725.00,5077.10,4633.95,5025.75,5025.69,0
2008-07-03,4993.50,4993.50,4721.75,4851.35,4851.29,0
2008-07-04,4834.00,5037.10,4796.30,4990.90,4990.84,0
2008-07-07,5009.10,5241.40,5009.10,5075.60,5075.54,0
2008-07-08,4951.55,5174.45,4843.60,5106.80,5106.74,0
2008-07-09,5214.60,5387.00,5214.60,5341.45,5341.39,0
2008-07-10,5251.45,5363.55,5210.05,5339.00,5338.94,0
2008-07-11,5361.40,5404.65,5175.05,5240.70,5240.64,0
2008-07-14,5179.95,5322.20,5123.15,5207.75,5207.69,0
2008-07-15,5124.85,5124.85,4790.00,4838.95,4838.89,0
2008-07-16,4837.60,4928.35,4676.45,4726.45,4726.40,0
2008-07-17,4906.35,5066.45,4872.45,5034.75,5034.69,0
2008-07-18,5109.30,5418.40,5103.20,5389.15,5389.09,0
2008-07-21,5448.20,5614.85,5406.30,5601.50,5601.44,0
2008-07-22,5594.80,5859.00,5573.05,5793.70,5793.63,0
2008-07-23,6033.05,6369.60,6033.05,6343.15,6343.08,0
2008-07-24,6445.30,6468.40,6103.10,6213.60,6213.53,0
2008-07-25,6044.60,6046.90,5881.75,5917.25,5917.18,0
2008-07-28,5900.30,5987.20,5842.70,5919.15,5919.08,0
2008-07-29,5767.00,5817.00,5394.95,5422.15,5422.09,0
2008-07-30,5522.75,5737.95,5522.75,5719.45,5719.38,0
2008-07-31,5762.40,5762.40,5573.60,5730.05,5729.98,0
2008-08-01,5655.35,5989.45,5546.90,5961.90,5961.83,0
2008-08-04,5932.45,6089.60,5905.70,5992.40,5992.33,0
2008-08-05,5888.85,6412.15,5888.85,6371.70,6371.63,0
2008-08-06,6544.75,6725.70,6300.50,6328.20,6328.13,0
2008-08-07,6281.50,6442.55,6281.50,6363.15,6363.08,0
2008-08-08,6295.70,6488.25,6179.05,6447.50,6447.43,0
2008-08-11,6574.50,6743.65,6574.50,6723.20,6723.12,0
2008-08-12,6650.20,6754.45,6433.80,6490.80,6490.72,0
2008-08-13,6403.85,6483.20,6318.05,6370.75,6370.68,0
2008-08-14,6305.10,6305.10,6010.05,6030.05,6029.98,0
2008-08-18,5999.15,6114.15,5940.80,6015.05,6014.98,0
2008-08-19,5928.95,6027.90,5874.10,5992.40,5992.33,0
2008-08-20,6039.90,6090.65,5985.55,6026.30,6026.23,0
2008-08-21,6001.65,6002.20,5692.65,5711.55,5711.48,0
2008-08-22,5671.60,5803.60,5649.90,5776.05,5775.98,0
2008-08-25,5897.20,5995.60,5842.30,5860.80,5860.73,0
2008-08-26,5801.10,5957.15,5770.90,5943.20,5943.13,0
2008-08-27,5978.90,5987.35,5809.30,5823.55,5823.48,0
2008-08-28,5817.80,5848.50,5686.60,5721.15,5721.08,0
2008-08-29,5828.00,6112.25,5828.00,6102.05,6101.98,0
2008-09-01,6070.90,6178.30,5941.45,6128.85,6128.78,0
2008-09-02,6139.45,6624.00,6139.45,6508.90,6508.82,0
2008-09-04,6439.85,6528.50,6324.25,6494.65,6494.57,0
2008-09-05,6318.25,6388.70,6259.15,6288.60,6288.53,0
2008-09-08,6608.00,6631.95,6522.05,6538.85,6538.77,0
2008-09-09,6469.95,6506.35,6400.15,6441.35,6441.28,0
2008-09-10,6401.40,6485.30,6328.65,6427.55,6427.48,0
2008-09-11,6342.80,6431.95,6246.55,6332.25,6332.18,0
2008-09-12,6405.65,6414.35,6168.80,6194.15,6194.08,0
2008-09-15,6006.70,6031.40,5758.45,5997.65,5997.58,0
2008-09-16,5783.70,6168.90,5754.35,6132.95,6132.88,0
2008-09-17,6169.95,6169.95,5785.90,5912.50,5912.43,0
2008-09-18,5692.65,6101.80,5551.70,6077.20,6077.13,0
2008-09-19,6281.55,6357.20,6141.45,6312.05,6311.98,0
2008-09-22,6396.20,6396.20,6256.95,6303.90,6303.83,0
2008-09-23,6147.50,6258.85,6009.15,6033.35,6033.28,0
2008-09-24,6091.65,6203.20,6059.20,6109.65,6109.58,0
2008-09-25,6131.55,6146.45,5969.70,6080.20,6080.13,0
2008-09-26,6070.60,6070.60,5797.50,5828.60,5828.53,0
2008-09-29,5863.05,5863.05,5432.20,5538.75,5538.69,0
2008-09-30,5447.65,5875.25,5296.60,5803.55,5803.48,0
2008-10-01,5875.55,6040.15,5671.70,5982.40,5982.33,0
2008-10-03,5920.70,6017.30,5761.50,5793.35,5793.28,0
2008-10-06,5702.85,5704.25,5522.85,5560.55,5560.49,0
2008-10-07,5713.25,5798.90,5376.10,5457.55,5457.49,0
2008-10-08,5336.00,5336.00,4918.30,5222.60,5222.54,0
2008-10-10,4890.00,5112.25,4662.20,4938.00,4937.94,0
2008-10-13,5034.65,5557.05,5034.65,5496.75,5496.69,0
2008-10-14,5694.15,5799.00,5521.30,5578.40,5578.33,0
2008-10-15,5452.45,5551.20,5348.80,5425.25,5425.19,0
2008-10-16,5222.00,5565.35,5145.80,5481.65,5481.59,0
2008-10-17,5557.95,5591.40,5113.45,5183.55,5183.49,0
2008-10-20,5237.60,5477.45,5113.15,5284.20,5284.14,0
2008-10-21,5373.65,5478.40,5296.80,5414.50,5414.44,0
2008-10-22,5339.25,5364.10,5075.80,5095.75,5095.69,0
2008-10-23,4904.55,5189.90,4880.60,4932.40,4932.34,0
2008-10-24,4769.70,4796.65,4229.65,4310.05,4310.00,0
2008-10-27,4280.55,4286.40,3799.35,4092.90,4092.85,0
2008-10-29,4451.70,4459.40,4236.00,4280.45,4280.40,0
2008-10-31,4364.35,4621.65,4364.35,4521.70,4521.65,0
2008-11-03,4791.80,4902.20,4779.60,4875.70,4875.64,0
2008-11-04,4884.30,5254.60,4807.10,5220.70,5220.64,0
2008-11-05,5355.45,5431.90,5078.15,5121.30,5121.24,0
2008-11-06,4949.75,5137.40,4873.45,4940.00,4939.94,0
2008-11-07,4894.25,5097.40,4804.50,5043.55,5043.49,0
2008-11-10,5097.85,5274.85,5086.05,5261.15,5261.09,0
2008-11-11,5207.80,5207.80,4921.95,4945.70,4945.64,0
2008-11-12,4875.10,4970.35,4685.85,4748.15,4748.09,0
2008-11-14,4866.50,4926.40,4668.05,4719.40,4719.35,0
2008-11-17,4736.25,4736.25,4364.35,4545.30,4545.25,0
2008-11-18,4474.50,4474.50,4285.00,4346.75,4346.70,0
2008-11-19,4366.00,4520.65,4213.50,4233.70,4233.65,0
2008-11-20,4078.10,4181.70,3972.15,4086.90,4086.85,0
2008-11-21,4083.50,4376.90,4052.10,4300.70,4300.65,0
2008-11-24,4274.30,4355.60,4095.95,4164.75,4164.70,0
2008-11-25,4289.40,4328.70,4032.55,4053.20,4053.15,0
2008-11-26,4086.50,4298.35,4005.35,4267.90,4267.85,0
2008-11-28,4148.75,4313.25,4148.75,4291.15,4291.10,0
2008-12-01,4317.80,4441.20,4107.70,4124.30,4124.25,0
2008-12-02,3989.00,4123.25,3919.00,4099.30,4099.25,0
2008-12-03,4161.95,4245.50,4068.30,4220.35,4220.30,0
2008-12-04,4224.95,4460.75,4224.95,4446.65,4446.60,0
2008-12-05,4442.95,4611.45,4308.55,4357.00,4356.95,0
2008-12-08,4502.05,4599.50,4407.20,4429.85,4429.80,0
2008-12-10,4517.65,4573.00,4423.45,4550.75,4550.70,0
2008-12-11,4557.05,4681.10,4485.20,4597.15,4597.10,0
2008-12-12,4502.55,4687.50,4411.60,4655.30,4655.25,0
2008-12-15,4714.95,4832.65,4685.40,4707.50,4707.45,0
2008-12-16,4698.50,4836.50,4677.30,4820.65,4820.59,0
2008-12-17,4868.50,4929.55,4769.80,4789.65,4789.59,0
2008-12-18,4785.20,5142.90,4782.60,5122.95,5122.89,0
2008-12-19,5091.15,5226.85,5069.55,5144.15,5144.09,0
2008-12-22,5119.25,5213.30,5010.25,5036.50,5036.44,0
2008-12-23,4986.55,5019.00,4817.50,4858.35,4858.29,0
2008-12-24,4824.95,4962.10,4793.70,4930.25,4930.19,0
2008-12-26,4964.35,5041.00,4770.20,4789.45,4789.39,0
2008-12-29,4774.70,4969.10,4684.80,4953.95,4953.89,0
2008-12-30,4988.40,5112.95,4928.45,5062.20,5062.14,0
2008-12-31,5094.35,5119.35,4981.25,5001.55,5001.49,0
2009-01-02,5154.20,5258.65,5103.60,5195.10,5195.04,0
2009-01-05,5273.45,5371.10,5273.45,5359.40,5359.34,0
2009-01-06,5333.50,5448.80,5276.40,5395.30,5395.24,0
2009-01-07,5416.35,5440.55,4954.00,4984.55,4984.49,0
2009-01-09,4891.80,5056.95,4840.00,4906.70,4906.64,0
2009-01-12,4862.00,4881.50,4612.75,4698.00,4697.95,0
2009-01-13,4700.25,4764.15,4605.65,4661.70,4661.65,0
2009-01-14,4684.30,4819.50,4682.10,4751.10,4751.04,0
2009-01-15,4598.40,4598.40,4442.70,4484.65,4484.60,0
2009-01-16,4528.90,4596.85,4520.90,4581.25,4581.20,0
2009-01-19,4585.70,4622.00,4519.85,4542.25,4542.20,0
2009-01-20,4495.00,4495.00,4363.95,4402.35,4402.30,0
2009-01-21,4347.60,4365.05,4230.75,4252.30,4252.25,0
2009-01-22,4326.25,4339.55,4216.95,4289.80,4289.75,0
2009-01-23,4270.70,4338.55,4049.90,4082.15,4082.10,0
2009-01-27,4167.65,4212.35,4111.30,4199.55,4199.50,0
2009-01-28,4220.50,4355.70,4206.35,4340.10,4340.05,0
2009-01-29,4345.45,4487.85,4336.95,4362.05,4362.00,0
2009-01-30,4289.65,4472.80,4285.20,4456.55,4456.50,0
2009-02-02,4403.90,4405.35,4223.75,4238.15,4238.10,0
2009-02-03,4266.05,4332.75,4191.10,4253.80,4253.75,0
2009-02-04,4296.30,4352.05,4238.60,4251.20,4251.15,0
2009-02-05,4278.50,4284.65,4202.40,4235.35,4235.30,0
2009-02-06,4275.65,4350.20,4275.65,4334.15,4334.10,0
2009-02-09,4365.55,4469.65,4365.55,4459.50,4459.45,0
2009-02-10,4475.15,4596.60,4455.50,4515.80,4515.75,0
2009-02-11,4425.30,4522.80,4403.30,4504.30,4504.25,0
2009-02-12,4476.05,4530.00,4456.85,4468.35,4468.30,0
2009-02-13,4511.35,4602.15,4511.35,4565.85,4565.80,0
2009-02-16,4538.60,4551.75,4333.90,4351.45,4351.40,0
2009-02-17,4303.40,4303.40,4145.05,4164.30,4164.25,0
2009-02-18,4101.35,4180.55,4039.40,4077.30,4077.25,0
2009-02-19,4075.85,4157.50,4036.80,4059.15,4059.10,0
2009-02-20,4013.85,4013.85,3912.35,3934.40,3934.35,0
2009-02-24,3923.85,3923.85,3794.90,3878.60,3878.55,0
2009-02-25,3929.85,3976.05,3899.55,3911.70,3911.65,0
2009-02-26,3896.05,3907.95,3781.90,3834.90,3834.86,0
2009-02-27,3823.25,3905.45,3758.40,3892.40,3892.35,0
2009-03-02,3831.25,3831.25,3702.00,3718.35,3718.31,0
2009-03-03,3682.10,3750.50,3621.90,3636.85,3636.81,0
2009-03-04,3671.20,3689.45,3576.55,3586.90,3586.86,0
2009-03-05,3635.55,3667.35,3413.50,3446.35,3446.31,0
2009-03-06,3385.40,3541.00,3338.80,3455.35,3455.31,0
2009-03-09,3424.35,3446.75,3314.55,3339.70,3339.66,0
2009-03-12,3422.85,3467.75,3380.70,3442.55,3442.51,0
2009-03-13,3498.10,3646.65,3498.10,3632.75,3632.71,0
2009-03-16,3651.30,3747.75,3645.15,3736.65,3736.61,0
2009-03-17,3752.20,3783.25,3615.60,3644.65,3644.61,0
2009-03-18,3704.00,3777.40,3704.00,3727.65,3727.61,0
2009-03-19,3759.25,3802.10,3668.15,3763.50,3763.46,0
2009-03-20,3753.10,3753.10,3665.10,3691.70,3691.66,0
2009-03-23,3763.75,3963.65,3743.00,3944.75,3944.70,0
2009-03-24,4016.25,4184.65,3982.80,4008.05,4008.00,0
2009-03-25,4013.70,4145.30,3993.10,4126.45,4126.40,0
2009-03-26,4179.25,4311.70,4167.20,4285.15,4285.10,0
2009-03-27,4282.35,4423.65,4262.95,4406.80,4406.75,0
2009-03-30,4368.05,4368.05,4009.35,4035.70,4035.65,0
2009-03-31,4071.60,4213.15,3871.45,4133.20,4133.15,0
2009-04-01,4153.55,4225.85,4023.45,4211.45,4211.40,0
2009-04-02,4322.20,4489.85,4322.20,4426.05,4426.00,0
2009-04-06,4501.25,4610.65,4412.20,4487.10,4487.05,0
2009-04-08,4325.10,4504.40,4259.65,4479.35,4479.30,0
2009-04-09,4566.70,4639.50,4445.25,4584.80,4584.75,0
2009-04-13,4661.95,4869.30,4661.95,4818.00,4817.94,0
2009-04-15,4717.35,5104.15,4691.80,5049.45,5049.39,0
2009-04-16,5079.20,5169.20,4892.05,4915.75,4915.69,0
2009-04-17,4939.65,5193.30,4939.65,5056.90,5056.84,0
2009-04-20,5107.00,5201.90,4950.55,5009.20,5009.14,0
2009-04-21,4959.15,4960.65,4824.30,4853.90,4853.84,0
2009-04-22,4865.00,4964.75,4777.10,4813.30,4813.24,0
2009-04-23,4825.20,5013.90,4725.70,4968.40,4968.34,0
2009-04-24,4968.35,5151.20,4963.20,5125.35,5125.29,0
2009-04-27,5042.00,5288.70,5025.75,5182.75,5182.69,0
2009-04-28,5169.50,5231.90,4909.40,4931.30,4931.24,0
2009-04-29,4958.00,5158.05,4958.00,5130.95,5130.89,0
2009-05-04,5291.25,5514.20,5291.25,5504.05,5503.99,0
2009-05-05,5540.60,5626.30,5488.90,5596.20,5596.14,0
2009-05-06,5607.00,5649.40,5403.40,5446.45,5446.39,0
2009-05-07,5551.80,5591.15,5481.35,5577.30,5577.23,0
2009-05-08,5570.00,5570.00,5352.00,5409.75,5409.69,0
2009-05-11,5463.60,5531.25,5313.15,5343.60,5343.54,0
2009-05-12,5336.00,5611.95,5315.60,5585.55,5585.48,0
2009-05-13,5597.85,5628.25,5475.20,5523.75,5523.69,0
2009-05-14,5415.55,5515.95,5330.50,5495.10,5495.04,0
2009-05-15,5519.35,5719.45,5519.35,5695.05,5694.98,0
2009-05-18,6304.25,6822.90,6304.25,6766.55,6766.47,0
2009-05-19,7129.65,7567.90,6603.05,7268.20,7268.12,0
2009-05-20,7168.75,7314.00,7093.15,7128.60,7128.52,0
2009-05-21,7124.40,7215.70,6904.60,6905.05,6904.97,0
2009-05-22,6856.80,7065.70,6819.85,7036.30,7036.22,0
2009-05-25,7033.70,7100.55,6964.55,7049.75,7049.67,0
2009-05-26,7072.70,7142.05,6813.10,6851.10,6851.02,0
2009-05-27,7013.80,7234.05,7013.80,7215.20,7215.12,0
